employer_name,decision,expansion,confidence,verified,evidence,why
FORD,keep_as_is,,high,,"resolved_hq Dearborn, MI",No search needed — Ford is one of the most recognizable brands in the world and resolved_hq Dearborn MI confirms Ford Motor Company; a reader needs no expansion.
FOX,keep_as_is,,high,,,Decided without a search: Fox is a household media brand and the DIGITAL/EXECUTIVE donors with a New York HQ fit it; expanding to a legal entity name would not aid a reader.
GAINSIGHT,keep_as_is,,high,,decided without search (San Francisco CA HQ in row matches Gainsight; established SaaS brand),"No search needed — Gainsight is the public brand of the customer-success software company; resolved_hq San Francisco CA matches and DIRECTOR is a generic fit. A coined word, not an acronym."
GAMESTOP,keep_as_is,,high,,decided without search — globally recognized retail brand,"RETIRED donor in Austin, TX with a Grapevine, TX resolved_hq matches GameStop's corporate HQ; the name is the public brand."
GANTRY,keep_as_is,,medium,,decided without search (occupations in row are Gantry Inc's exact business line; SF donor matches its base),"No search needed — Gantry, Inc. is the trading name of the independent commercial mortgage banking firm, and the row's occupations (COMMERCIAL MORTGAGE BANKER, COMMERCIAL MORTGAGE BROKER) plus a San Francisco CA donor match it directly. It is a word-mark, not an acronym, so there is nothing to expand."
GARMIN,keep_as_is,,high,,,"Globally recognized navigation/aviation electronics brand; resolved HQ Olathe KS matches Garmin, and the AVIATION SALES MANAGER occupation fits. Obvious brand, no search needed."
GARTNER,keep_as_is,,high,,"https://en.wikipedia.org/wiki/Gartner - 'Gartner, Inc. is an American research and advisory firm'","Gartner is the firm's actual public brand name, not an acronym; donor's VP OF STRATEGY occupation fits the research/advisory firm."
GARY-SELF,keep_as_is,,high,,n/a - self-employment listing,"No search needed - this is a self-employed physician's own listing ('Gary, self-employed'); no public organization or expansion exists."
GENENTECH,keep_as_is,,high,,,No search needed - Genentech is the biotech company's actual name; South San Francisco hq matches and the Berkeley CA attorney fits.
GENESYS,keep_as_is,,high,,decided without search (Daly City CA HQ in row matches Genesys Cloud Services; known enterprise software brand),"No search needed — Genesys is the public brand of the customer-experience/contact-center software company; resolved_hq Daly City CA matches its Bay Area headquarters and MARKETING occupations fit. A coined word, not an acronym."
GFI,keep_as_is,,medium,,,"The FINANCE occupation and New York HQ fit GFI Group, the interdealer broker, but GFI is that firm's actual public trading name with no commonly used expansion, so expanding would not help a reader."
GIVNER,keep_as_is,,medium,,,"A founder surname used as a law-firm name, matching the LAWYER occupation in Bay Harbor Islands FL; founder-named firms stay as-is per the rules. No search needed."
GLOBETAX,keep_as_is,,high,,"https://www.globetax.com/ — 'Globe Tax Services, Inc.', One New York Plaza, New York, NY","GlobeTax is the public trading name (legal name Globe Tax Services, Inc.); NYC HQ and FINANCIAL SERVICES donor in New York, NY corroborate, but the full legal name is no more intelligible."
GOCHARGE,keep_as_is,,medium,,"n/a - trading name, not an acronym","Concatenated trading name ('Go Charge'), readable as-is rather than an opaque acronym; donor is a CEO of a small venture with no fuller public name."
GOLDMAN,keep_as_is,,low,,surname-style name with no resolved HQ; Goldman Sachs not corroborated by PA venture-capital context,"A readable surname, not an opaque acronym; a VENTURE CAPITAL donor in Merion Station, PA with no resolved HQ does not support Goldman Sachs, so it is most likely a surname-named firm that should stand."
GREEN,keep_as_is,,medium,,,A common surname used as a physician's own practice name in Chester NY; not an acronym and no public expansion exists.
GREENSKY,keep_as_is,,high,,"n/a — well-known brand, no search needed per instructions","Not an acronym — GreenSky is the well-known Atlanta fintech's actual trading name; donor is a CEO in Atlanta, GA and resolved HQ is Atlanta, GA. Decided without search (obvious brand)."
GREYSTONE,keep_as_is,,high,,,"Greystone is the actual trading name of the NY-based commercial real estate lender; CEO/funding occupations and NY HQ fit. Known brand, no search needed."
GRIFFIN,keep_as_is,,medium,,,"Ordinary surname/word, not an opaque acronym; RETIRED donor in Lake Elsinore CA with no HQ gives no organization to expand to. No search needed."
GROSSMAN,keep_as_is,,medium,,"n/a — surname-based private entity, no public expansion exists","A surname used as a business name for a BUSINESS EXECUTIVE in Boca Raton, FL, with no resolved HQ — a founder-named private entity with no public expansion to substitute."
GRT,keep_as_is,,medium,,https://grtcorp.com/contact-us/ ; https://www.dnb.com/business-directory/company-profiles.grt_corporation.111bed96608f70db5861786b086936d0.html,"Context matches GRT Corporation, an IT consulting firm in Stamford CT (donor is a CTO in Stamford, HQ Stamford), but GRT has no public letter expansion — GRT Corporation is the trading name, so no materially clearer name exists."
GRUNBAUM,keep_as_is,,high,,,"Decided without a search: a surname with INVESTOR/RETIRED donors in Tarzana, CA and no HQ — a personal or family investment entity with no public expansion."
GRYPHON,keep_as_is,,medium,,,"Gryphon is the actual trading name of several finance firms (e.g. Gryphon Investors); the New York HQ and FINANCE occupation fit but the word is the brand itself, not an acronym needing expansion."
GSK,keep_as_is,,high,,"n/a — well-known brand, no search needed per instructions","GSK plc has been the company's official name since its 2022 rebrand and is a globally recognized pharma brand; Philadelphia, PA is its US HQ and the donor is a SCIENTIST. Decided without search (well-known brand)."
GTCR,keep_as_is,,medium,,,No search needed — GTCR is the Chicago private-equity firm's actual legal and trading name (the founder initials were retired as a name); there is no current full form to expand to. Chicago HQ matches.
GTREASURY,keep_as_is,,high,,decided without search — GTreasury is the company's own product and corporate name,"SALES donor in Chicago with a Buffalo Grove, IL resolved_hq matches GTreasury's actual HQ, and GTreasury is the full trading name with nothing to expand."
GUAC-LOCK,keep_as_is,,high,,https://www.cnbc.com/2017/11/15/two-moms-invented-guac-lock-to-keep-guacamole-from-browning.html,"Guac-Lock is the real product and company name of the avocado-storage venture started by two founders in the NY metro area, matching the FOUNDER occupation and Scarsdale NY HQ; it is a brand, not an acronym."
GUMGUM,keep_as_is,,high,,,"GumGum is the company's real trading name (contextual advertising / computer-vision adtech), not an acronym; resolved HQ and SALES DIRECTOR occupation fit. No expansion exists."
GUNSTER,keep_as_is,,high,,no search needed — founder-named law firm,"Gunster (Gunster, Yoakley & Stewart) is a Florida law firm named for its founder; attorney donors across Fort Lauderdale, Palm Beach Gardens and Plantation with a Miami HQ corroborate it."
GXO,keep_as_is,,medium,,,"No search needed — GXO Logistics is a listed company whose brand and ticker are simply GXO; Greenwich, CT HQ in the file matches, and finance-analyst occupations fit its corporate office."
HADASSAH,keep_as_is,,high,,,"Hadassah is the common public name of the Women's Zionist Organization of America (NY HQ matches); readers recognize it, decided without search."
HASBRO,keep_as_is,,high,,,"Well-known consumer toy brand and the company's actual trading name; resolved HQ Pawtucket RI matches Hasbro. Obvious brand, decided without search."
HAVAS,keep_as_is,,high,,https://en.wikipedia.org/wiki/Havas,"Wikipedia confirms Havas is not an acronym but the founder-derived actual company name of the French advertising group, headquartered with major NY operations matching the White Plains NY donor."
HCA,keep_as_is,,high,,"well-known public brand (HCA Healthcare, Nashville TN)","HCA is the company's own public brand (HCA Healthcare, NYSE: HCA) — it dropped 'Hospital Corporation of America' as its trading name; Nashville TN HQ and Florida physician donors fit. Decided without search."
HEDGEACT,keep_as_is,,medium,,"https://www.hedgeact.com/ — HedgeACT, Chicago registered investment advisor, brand of Griffin Asset Management LLC",HedgeACT is the firm's own public trading name and is semantically readable (hedge-fund access); the legal parent 'Griffin Asset Management' is not more intelligible. Chicago + ATTORNEY donor matches the firm.
HENKEL,keep_as_is,,high,,n/a - well-known brand,"Henkel is the well-known global consumer-goods and adhesives brand and its actual corporate name; the SENIOR DIRECTOR, MARKETING occupation fits. No search needed."
HERRUPCPA,keep_as_is,,high,,decided without search — surname + credential practice name,"CPA occupation in Miami, FL confirms this is Herrup CPA, an individual accountant's own practice with no public corporate expansion."
HEYMAN,keep_as_is,,high,,"n/a - surname, corroborated by occupation field","A surname, and the occupation field itself says 'VICE CHAIRMAN- THE TRAVELERS COMPANIES', so this is a person's name rather than an acronym needing expansion. No search needed."
HIDROCK,keep_as_is,,medium,,"https://www.hidrock.com/ - 'Hidrock Properties', real estate with investor portal","Company site confirms Hidrock Properties is the firm's own name (NYC real estate); donor INVESTMENTS in New York NY fits, and the name is not an acronym."
HIGHMARK,keep_as_is,,high,,decided without search (nationally known insurer brand; Pittsburgh HQ in row corroborates),No search needed — Highmark is the well-known Pittsburgh-based Blue Cross health insurer and is its own public brand; resolved_hq Pittsburgh PA and a Pittsburgh donor corroborate. Not an acronym.
HILLDUN,keep_as_is,,medium,,,"Not an acronym — the New York factoring firm's own trading name; FINANCE occupation and New York, NY HQ corroborate. Decided without search."
HILLSPIRE,keep_as_is,,high,,"resolved_hq Menlo Park, CA + investment occupations match Hillspire LLC","No search needed — Hillspire is the actual trading name of Eric Schmidt's Menlo Park family office (matching resolved_hq) and the INVESTMENT / REAL ESTATE occupations of the San Francisco donors; it is a coined name, not an acronym."
HILLWOOD,keep_as_is,,high,,well-known trading name; Irving TX HQ corroborates,"Hillwood is the actual trading name of the Perot family's Irving TX real estate development company; Dallas CEO donor and Irving HQ match. Decided without search — established company name, not an acronym."
HINSHAW,keep_as_is,,high,,n/a - founder-named law firm,"Founder-named law firm Hinshaw & Culbertson; the ATTORNEY occupation and Chicago IL resolved_hq match the firm's Chicago base, and the short form is how the firm is commonly referred to. No search needed per founder-named rule."
HON,keep_as_is,,medium,,"https://en.wikipedia.org/wiki/The_HON_Company — 'The HON Company', Muscatine Iowa, office furniture; HON derives from 'Home-O-Nize'","HON is the firm's own trading name and the literal expansion (Home-O-Nize) is less intelligible, not more; the REAL ESTATE occupation also fails to corroborate the furniture maker."
